Wavelength (nm),Sum(calc),Cr I (1.6e-2),Cr II (1.6e-1),Fe I (1.1e-1),Fe II (5.9e-1),Fe III (7.9e-5),Ni I (2.7e-2),Ni II (8.6e-2),Ni III (2.9e-6),Mo I (1.4e-3)
207.91,1.644e+2,,1.677e-17,,1.643e+2,1.307e-1,3.788e-14,,,
207.94,2.784e+2,,1.677e-17,,2.782e+2,1.138e-1,1.259e-12,,,
207.96,3.605e+2,,1.676e-17,,3.604e+2,9.457e-2,1.188e-11,,,
207.99,4.627e+2,,1.676e-17,,4.626e+2,6.236e-2,2.996e-10,,,
208.01,4.982e+2,,1.676e-17,,4.981e+2,4.307e-2,2.351e-9,,,
208.03,4.981e+2,,1.675e-17,,4.981e+2,2.762e-2,1.713e-8,,,
208.06,4.336e+2,,1.675e-17,,4.336e+2,1.235e-2,2.938e-7,,,
208.08,3.604e+2,,1.674e-17,,3.604e+2,6.584e-3,1.782e-6,,,
208.11,2.378e+2,,1.674e-17,,2.378e+2,2.232e-3,2.318e-5,,,
208.13,1.643e+2,,1.674e-17,,1.643e+2,9.912e-4,1.170e-4,,,
208.16,8.214e+1,,1.673e-17,,8.214e+1,2.603e-4,1.155e-3,,,
208.18,4.718e+1,,1.673e-17,,4.717e+1,1.054e-4,4.848e-3,,,
208.21,1.791e+1,,1.672e-17,,1.787e+1,4.873e-5,3.633e-2,,,
208.23,8.658e+0,,1.672e-17,,8.531e+0,6.286e-5,1.269e-1,,,
208.26,3.171e+0,,1.672e-17,,2.450e+0,1.419e-4,7.216e-1,9.337e-21,,
208.28,3.069e+0,,1.671e-17,,9.721e-1,2.450e-4,2.097e+0,1.404e-19,,
208.31,9.262e+0,,1.671e-17,,2.125e-1,5.073e-4,9.049e+0,7.132e-18,,
208.33,2.195e+1,,1.671e-17,,7.267e-2,7.653e-4,2.188e+1,8.928e-17,,
208.36,7.168e+1,,1.670e-17,,2.326e-2,1.256e-3,7.166e+1,3.447e-15,,
208.38,1.442e+2,,1.670e-17,,3.102e-2,1.605e-3,1.441e+2,3.593e-14,,
208.41,3.584e+2,,1.669e-17,,9.572e-2,2.035e-3,3.583e+2,1.054e-12,,
208.43,5.998e+2,,1.669e-17,,2.130e-1,2.182e-3,5.996e+2,9.147e-12,,
208.45,9.328e+2,,1.669e-17,,4.781e-1,2.178e-3,9.323e+2,7.378e-11,,
208.48,1.576e+3,,1.668e-17,,1.640e+0,1.900e-3,1.575e+3,1.473e-9,,
208.5,2.041e+3,,1.668e-17,,3.723e+0,1.590e-3,2.037e+3,9.894e-9,,
208.53,2.624e+3,,1.667e-17,,1.215e+1,1.080e-3,2.611e+3,1.501e-7,,
208.55,2.836e+3,,1.667e-17,,2.529e+1,7.892e-4,2.811e+3,8.395e-7,,
208.58,2.802e+3,,1.667e-17,,6.806e+1,5.036e-4,2.734e+3,9.678e-6,,
208.6,2.570e+3,,1.666e-17,,1.214e+2,4.237e-4,2.449e+3,4.506e-5,,
208.63,2.061e+3,,1.666e-17,,2.535e+2,4.403e-4,1.808e+3,3.947e-4,,
208.65,1.726e+3,,1.666e-17,,3.788e+2,5.096e-4,1.347e+3,1.530e-3,,
208.68,1.359e+3,,1.665e-17,,6.040e+2,6.375e-4,7.546e+2,1.018e-2,,
208.7,1.220e+3,,1.665e-17,,7.525e+2,7.062e-4,4.677e+2,3.288e-2,,
208.73,1.111e+3,,1.664e-17,,9.122e+2,7.489e-4,1.989e+2,1.663e-1,,
208.75,1.049e+3,,1.664e-17,,9.462e+2,7.329e-4,1.026e+2,4.470e-1,,
208.78,9.059e+2,,1.664e-17,,8.711e+2,6.606e-4,3.309e+1,1.717e+0,,
208.8,7.701e+2,,1.663e-17,,7.521e+2,6.022e-4,1.420e+1,3.844e+0,,
208.82,6.170e+2,,1.663e-17,,6.034e+2,5.582e-4,5.661e+0,7.997e+0,,
208.85,4.000e+2,,1.663e-17,,3.778e+2,5.696e-4,1.241e+0,2.091e+1,,
208.87,2.889e+2,,1.662e-17,,2.523e+2,6.651e-4,4.118e-1,3.623e+1,,
208.9,1.920e+2,,1.662e-17,,1.199e+2,9.949e-4,6.852e-2,7.199e+1,,
208.92,1.705e+2,,1.661e-17,,6.666e+1,1.350e-3,1.891e-2,1.038e+2,,
208.95,1.809e+2,,1.661e-17,,2.407e+1,2.031e-3,2.388e-3,1.568e+2,,
208.97,1.994e+2,,1.661e-17,,1.114e+1,2.502e-3,5.483e-4,1.883e+2,,
209,2.191e+2,,1.660e-17,,3.096e+0,3.041e-3,5.255e-5,2.160e+2,,
209.02,2.173e+2,,1.660e-17,,1.268e+0,3.188e-3,1.004e-5,2.160e+2,,
209.05,1.888e+2,,1.659e-17,,4.935e-1,3.021e-3,7.301e-7,1.883e+2,,
209.07,1.575e+2,,1.659e-17,,5.272e-1,2.689e-3,1.160e-7,1.569e+2,,
209.1,1.056e+2,,1.659e-17,,1.027e+0,2.017e-3,6.405e-9,1.045e+2,,
209.12,7.542e+1,,1.658e-17,,1.704e+0,1.556e-3,8.469e-10,7.371e+1,,
209.15,4.578e+1,,1.658e-17,,3.653e+0,9.668e-4,3.548e-11,4.213e+1,,
209.17,3.923e+1,,1.658e-17,,6.062e+0,6.731e-4,3.903e-12,3.316e+1,,
209.19,4.482e+1,,1.657e-17,,9.965e+0,4.576e-4,3.989e-13,3.485e+1,,
209.22,7.912e+1,,1.657e-17,,2.006e+1,2.527e-4,1.136e-14,5.906e+1,,
209.24,1.209e+2,,1.656e-17,,3.043e+1,1.731e-4,9.658e-16,9.047e+1,,
209.27,2.096e+2,,1.656e-17,,5.140e+1,1.062e-4,2.086e-17,1.582e+2,,
209.29,2.789e+2,,1.656e-17,,6.754e+1,8.209e-5,1.476e-18,2.114e+2,,
209.32,3.752e+2,,1.655e-17,,8.977e+1,5.968e-5,1.457e-18,2.855e+2,,
209.34,4.180e+2,,1.655e-17,,9.953e+1,4.845e-5,1.444e-18,3.185e+2,,
209.37,4.290e+2,,1.654e-17,,1.017e+2,3.366e-5,1.424e-18,3.273e+2,,
209.39,3.986e+2,,1.654e-17,,9.435e+1,2.530e-5,1.411e-18,3.043e+2,,
209.42,3.114e+2,,1.654e-17,,7.360e+1,1.680e-5,1.391e-18,2.378e+2,,
209.44,2.411e+2,,1.653e-17,,5.696e+1,1.517e-5,1.378e-18,1.842e+2,,
209.47,1.433e+2,,1.653e-17,,3.383e+1,2.204e-5,1.359e-18,1.095e+2,,
209.49,9.247e+1,,1.653e-17,,2.182e+1,3.645e-5,1.345e-18,7.065e+1,,
209.52,4.180e+1,,1.652e-17,,9.863e+0,8.608e-5,1.326e-18,3.194e+1,,
209.54,2.247e+1,,1.652e-17,,5.302e+0,1.533e-4,1.313e-18,1.717e+1,,
209.56,1.123e+1,,1.652e-17,,2.650e+0,2.692e-4,1.300e-18,8.581e+0,,
209.59,3.461e+0,,1.651e-17,,8.165e-1,5.968e-4,1.280e-18,2.644e+0,,
209.61,1.442e+0,,1.651e-17,,3.400e-1,9.691e-4,1.267e-18,1.101e+0,,
209.64,3.395e-1,,1.650e-17,,7.967e-2,1.832e-3,1.247e-18,2.580e-1,,
209.66,1.198e-1,,1.650e-17,,2.765e-2,2.613e-3,1.234e-18,8.950e-2,,
209.69,2.489e-2,,1.650e-17,,4.986e-3,3.959e-3,1.215e-18,1.595e-2,,
209.71,1.104e-2,,1.649e-17,,1.615e-3,4.813e-3,1.202e-18,4.610e-3,,
209.74,7.451e-3,,1.649e-17,,1.149e-3,5.678e-3,1.182e-18,6.247e-4,,
209.76,8.570e-3,,1.648e-17,,2.607e-3,5.813e-3,1.169e-18,1.504e-4,,
209.79,1.514e-2,,1.648e-17,,9.843e-3,5.279e-3,1.149e-18,1.550e-5,,
209.81,2.667e-2,,1.648e-17,,2.214e-2,4.532e-3,1.136e-18,3.111e-6,,
209.84,6.900e-2,,1.647e-17,,6.584e-2,3.158e-3,1.117e-18,2.438e-7,,
209.86,1.278e-1,,1.647e-17,,1.255e-1,2.272e-3,1.104e-18,4.076e-8,,
209.89,2.952e-1,,1.646e-17,,2.940e-1,1.215e-3,1.084e-18,2.430e-9,,
209.91,4.827e-1,,1.646e-17,,4.820e-1,7.333e-4,1.071e-18,3.384e-10,,
209.93,7.488e-1,,1.646e-17,,7.484e-1,4.134e-4,1.058e-18,4.381e-11,,
209.96,1.318e+0,,1.645e-17,,1.318e+0,1.548e-4,1.038e-18,1.780e-12,,
209.98,1.814e+0,,1.645e-17,,1.814e+0,7.458e-5,1.025e-18,1.920e-13,,
210.01,2.698e+0,,1.645e-17,,2.698e+0,2.281e-5,1.006e-18,5.933e-15,,
210.03,3.329e+0,,1.644e-17,,3.329e+0,9.995e-6,9.926e-19,5.332e-16,,
210.06,4.199e+0,,1.644e-17,,4.199e+0,2.909e-6,9.729e-19,1.253e-17,,
210.08,4.631e+0,,1.644e-17,,4.631e+0,1.319e-6,9.599e-19,9.381e-19,,
210.11,4.936e+0,,1.643e-17,,4.936e+0,4.237e-7,9.403e-19,9.228e-19,,
210.13,4.907e+0,,1.643e-17,,4.907e+0,2.003e-7,9.272e-19,9.127e-19,,
210.16,4.640e+0,,1.642e-17,,4.640e+0,6.250e-8,9.076e-19,8.974e-19,,
210.18,4.428e+0,,1.642e-17,,4.428e+0,2.832e-8,8.945e-19,8.872e-19,,
210.21,4.207e+0,,1.641e-17,,4.207e+0,1.452e-8,8.749e-19,8.719e-19,,
210.23,4.138e+0,,1.641e-17,,4.138e+0,2.363e-8,8.618e-19,8.617e-19,,
210.26,4.064e+0,,1.641e-17,,4.064e+0,8.448e-8,8.422e-19,8.464e-19,,
210.28,3.976e+0,,1.640e-17,,3.976e+0,1.928e-7,8.292e-19,8.362e-19,,
210.31,3.774e+0,,1.640e-17,,3.774e+0,5.851e-7,8.095e-19,8.209e-19,,
210.33,3.648e+0,,1.640e-17,,3.648e+0,1.121e-6,7.965e-19,8.107e-19,,
210.35,3.585e+0,,1.639e-17,,3.585e+0,2.000e-6,7.834e-19,8.005e-19,,
210.38,3.649e+0,,1.639e-17,,3.649e+0,4.173e-6,7.638e-19,7.852e-19,,
210.4,3.754e+0,,1.639e-17,,3.754e+0,6.255e-6,7.507e-19,7.750e-19,,
210.43,3.835e+0,,1.638e-17,,3.835e+0,1.022e-5,7.311e-19,7.597e-19,,
210.45,3.744e+0,,1.638e-17,,3.744e+0,1.336e-5,7.180e-19,7.495e-19,,
210.48,3.385e+0,,1.637e-17,,3.385e+0,1.964e-5,6.984e-19,7.343e-19,,
210.5,3.144e+0,,1.637e-17,,3.144e+0,2.684e-5,6.854e-19,7.241e-19,,
210.53,3.432e+0,,1.637e-17,,3.432e+0,5.068e-5,6.658e-19,7.088e-19,,
210.55,4.769e+0,,1.636e-17,,4.769e+0,8.438e-5,6.527e-19,6.986e-19,,
210.58,1.052e+1,,1.636e-17,,1.052e+1,1.837e-4,6.331e-19,6.833e-19,,
210.6,1.851e+1,,1.635e-17,,1.851e+1,2.954e-4,6.200e-19,6.731e-19,,
210.63,3.984e+1,,1.635e-17,,3.984e+1,5.403e-4,6.004e-19,6.578e-19,,
210.65,6.140e+1,,1.635e-17,,6.140e+1,7.439e-4,5.873e-19,6.476e-19,,
210.68,1.035e+2,,1.634e-17,,1.035e+2,1.054e-3,5.677e-19,6.323e-19,,
210.7,1.349e+2,,1.634e-17,,1.349e+2,1.217e-3,5.547e-19,6.221e-19,,
210.72,1.650e+2,,1.634e-17,,1.650e+2,1.308e-3,5.416e-19,6.119e-19,,
210.75,2.008e+2,,1.633e-17,,2.008e+2,1.276e-3,5.220e-19,5.966e-19,,
210.77,2.163e+2,,1.633e-17,,2.163e+2,1.148e-3,5.089e-19,5.864e-19,,
210.8,2.298e+2,,1.632e-17,,2.298e+2,8.598e-4,4.893e-19,5.711e-19,,
210.82,2.364e+2,,1.632e-17,,2.364e+2,6.510e-4,4.762e-19,5.610e-19,,
210.85,2.487e+2,,1.632e-17,,2.487e+2,3.797e-4,4.566e-19,5.457e-19,,
210.87,2.592e+2,,1.631e-17,,2.592e+2,2.460e-4,4.435e-19,5.355e-19,,
210.9,2.760e+2,,1.631e-17,,2.760e+2,1.166e-4,4.239e-19,5.202e-19,,
210.92,2.870e+2,,1.631e-17,,2.870e+2,6.756e-5,4.109e-19,5.100e-19,,
210.95,3.071e+2,,1.630e-17,,3.071e+2,2.852e-5,3.913e-19,4.947e-19,,
210.97,3.268e+2,,1.630e-17,,3.268e+2,1.581e-5,3.782e-19,4.845e-19,,
211,3.677e+2,,1.629e-17,,3.677e+2,6.403e-6,3.586e-19,4.692e-19,,
211.02,3.974e+2,,1.629e-17,,3.974e+2,3.427e-6,3.455e-19,4.590e-19,,
211.05,4.266e+2,,1.629e-17,,4.266e+2,1.266e-6,3.259e-19,4.437e-19,,
211.07,4.241e+2,,1.628e-17,,4.241e+2,6.290e-7,3.128e-19,4.335e-19,,
211.09,3.990e+2,,1.628e-17,,3.990e+2,3.298e-7,2.998e-19,4.233e-19,,
211.12,3.237e+2,,1.627e-17,,3.237e+2,2.630e-7,2.801e-19,4.080e-19,,
211.14,2.590e+2,,1.627e-17,,2.590e+2,4.357e-7,2.671e-19,3.978e-19,,
211.17,1.628e+2,,1.627e-17,,1.628e+2,1.156e-6,2.475e-19,3.826e-19,,
211.19,1.094e+2,,1.626e-17,,1.094e+2,2.121e-6,2.344e-19,3.724e-19,,
211.22,5.271e+1,,1.626e-17,,5.271e+1,4.682e-6,2.148e-19,3.571e-19,,
211.24,2.963e+1,,1.626e-17,,2.963e+1,7.321e-6,2.017e-19,3.469e-19,,
211.27,1.092e+1,,1.625e-17,,1.092e+1,1.268e-5,1.821e-19,3.316e-19,,
211.29,5.135e+0,,1.625e-17,,5.135e+0,1.688e-5,1.690e-19,3.214e-19,,
211.32,1.447e+0,,1.624e-17,,1.447e+0,2.299e-5,1.494e-19,3.061e-19,,
211.34,5.708e-1,,1.624e-17,,5.707e-1,2.611e-5,1.364e-19,2.959e-19,,
211.37,1.375e-1,,1.624e-17,,1.375e-1,2.809e-5,1.167e-19,2.806e-19,,
211.39,8.758e-2,,1.623e-17,,8.755e-2,2.735e-5,1.037e-19,2.704e-19,,
211.42,2.366e-1,,1.623e-17,,2.366e-1,2.388e-5,5.224e-18,2.551e-19,,
211.44,6.048e-1,,1.622e-17,,6.048e-1,2.116e-5,6.521e-17,2.449e-19,,
211.46,1.472e+0,,1.622e-17,,1.472e+0,1.946e-5,7.580e-16,2.347e-19,,
211.49,4.911e+0,,1.622e-17,,4.911e+0,2.200e-5,2.630e-14,2.194e-19,,
211.51,1.003e+1,,1.621e-17,,1.003e+1,2.925e-5,2.559e-13,2.093e-19,,
211.54,2.560e+1,,1.621e-17,,2.560e+1,5.123e-5,6.799e-12,1.940e-19,,
211.56,4.374e+1,,1.621e-17,,4.374e+1,7.344e-5,5.539e-11,1.838e-19,,
211.59,8.542e+1,,1.620e-17,,8.542e+1,1.141e-4,1.127e-9,1.685e-19,,
211.61,1.221e+2,,1.620e-17,,1.221e+2,1.413e-4,7.689e-9,1.583e-19,,
211.64,1.824e+2,,1.619e-17,,1.824e+2,1.712e-4,1.198e-7,1.430e-19,,
211.66,2.181e+2,,1.619e-17,,2.181e+2,1.792e-4,6.843e-7,1.328e-19,,
211.69,2.493e+2,,1.619e-17,,2.493e+2,1.715e-4,8.169e-6,1.175e-19,,
211.71,2.493e+2,,1.618e-17,,2.493e+2,1.572e-4,3.905e-5,1.073e-19,,
211.74,2.181e+2,,1.618e-17,,2.181e+2,1.335e-4,3.571e-4,9.202e-20,,
211.76,1.824e+2,,1.618e-17,,1.824e+2,1.226e-4,1.429e-3,8.183e-20,,
211.79,1.221e+2,,1.617e-17,,1.221e+2,1.187e-4,1.001e-2,4.067e-18,,
211.81,8.546e+1,,1.617e-17,,8.542e+1,1.224e-4,3.352e-2,5.031e-17,,
211.83,5.576e+1,,1.616e-17,,5.566e+1,1.273e-4,1.046e-1,5.799e-16,,
211.86,2.611e+1,,1.616e-17,,2.560e+1,1.285e-4,5.042e-1,1.987e-14,,
211.88,1.527e+1,,1.616e-17,,1.395e+1,1.216e-4,1.317e+0,1.918e-13,,
211.91,9.775e+0,,1.615e-17,,4.911e+0,9.954e-5,4.864e+0,5.038e-12,,
211.93,1.287e+1,,1.615e-17,,2.239e+0,8.010e-5,1.063e+1,4.075e-11,,
211.96,3.068e+1,,1.614e-17,,6.029e-1,5.073e-5,3.008e+1,8.205e-10,,
211.98,5.528e+1,,1.614e-17,,2.300e-1,3.426e-5,5.505e+1,5.559e-9,,
212.01,1.193e+2,,1.614e-17,,4.738e-2,1.664e-5,1.193e+2,8.582e-8,,
212.03,1.828e+2,,1.613e-17,,1.512e-2,9.406e-6,1.828e+2,4.870e-7,,
212.06,3.033e+2,,1.613e-17,,2.383e-3,3.507e-6,3.033e+2,5.764e-6,,
212.08,3.891e+2,,1.613e-17,,6.362e-4,1.683e-6,3.891e+2,2.740e-5,,
212.11,4.946e+2,,1.612e-17,,8.010e-5,5.906e-7,4.946e+2,2.486e-4,,
212.13,5.310e+2,,1.612e-17,,3.120e-5,4.669e-7,5.310e+2,9.899e-4,,
212.16,5.171e+2,,1.611e-17,,1.049e-4,9.217e-7,5.171e+2,6.886e-3,,
212.18,4.649e+2,,1.611e-17,,3.573e-4,1.742e-6,4.648e+2,2.297e-2,,
212.21,3.472e+2,,1.611e-17,,2.008e-3,4.163e-6,3.470e+2,1.225e-1,,
212.23,2.622e+2,,1.610e-17,,5.812e-3,6.838e-6,2.619e+2,3.423e-1,,
212.25,1.862e+2,,1.610e-17,,1.567e-2,1.047e-5,1.853e+2,8.908e-1,,
212.28,1.052e+2,,1.609e-17,,6.076e-2,1.735e-5,1.019e+2,3.275e+0,,
212.3,7.805e+1,,1.609e-17,,1.372e-1,2.224e-5,7.077e+1,7.141e+0,,
212.33,7.998e+1,,1.609e-17,,4.080e-1,2.826e-5,5.944e+1,2.013e+1,,
212.35,1.102e+2,,1.608e-17,,7.719e-1,3.034e-5,7.270e+1,3.676e+1,,
212.38,1.988e+2,,1.608e-17,,1.759e+0,2.954e-5,1.176e+2,7.944e+1,,
212.4,2.830e+2,,1.608e-17,,2.788e+0,2.656e-5,1.587e+2,1.215e+2,,
212.43,4.288e+2,,1.607e-17,,4.871e+0,1.982e-5,2.226e+2,2.013e+2,,
212.45,5.207e+2,,1.607e-17,2.383e-19,6.468e+0,1.492e-5,2.563e+2,2.580e+2,,
212.48,6.138e+2,,1.606e-17,1.155e-17,8.671e+0,8.534e-6,2.774e+2,3.277e+2,,
212.5,6.292e+2,,1.606e-17,1.406e-16,9.659e+0,5.381e-6,2.678e+2,3.518e+2,,
212.53,5.749e+2,,1.606e-17,5.231e-15,1.001e+1,2.358e-6,2.223e+2,3.426e+2,,
212.55,4.975e+2,,1.605e-17,5.340e-14,9.505e+0,1.245e-6,1.797e+2,3.083e+2,,
212.58,3.538e+2,,1.605e-17,1.526e-12,8.258e+0,4.183e-7,1.144e+2,2.312e+2,,
212.6,2.616e+2,,1.605e-17,1.307e-11,7.767e+0,1.850e-7,7.745e+1,1.764e+2,,
212.62,1.863e+2,,1.604e-17,1.043e-10,8.235e+0,7.626e-8,4.886e+1,1.292e+2,,
212.65,1.213e+2,,1.604e-17,2.059e-9,1.211e+1,1.811e-8,2.144e+1,8.780e+1,,
212.67,1.168e+2,,1.603e-17,1.378e-8,1.755e+1,7.509e-9,1.133e+1,8.795e+1,,
212.7,1.780e+2,,1.603e-17,2.090e-7,3.036e+1,7.531e-9,3.809e+0,1.438e+2,,
212.72,2.697e+2,,1.603e-17,1.173e-6,4.124e+1,1.646e-8,1.686e+0,2.268e+2,,
212.75,4.865e+2,,1.602e-17,1.366e-5,5.793e+1,5.603e-8,4.346e-1,4.281e+2,,
212.77,6.741e+2,,1.602e-17,6.428e-5,6.676e+1,1.174e-7,1.611e-1,6.072e+2,,
212.8,9.751e+2,,1.601e-17,5.750e-4,7.277e+1,3.126e-7,3.184e-2,9.023e+2,,
212.82,1.148e+3,,1.601e-17,2.269e-3,7.119e+1,5.496e-7,9.889e-3,1.076e+3,,
212.85,1.292e+3,,1.601e-17,1.559e-2,6.287e+1,1.123e-6,1.498e-3,1.229e+3,,
212.87,1.285e+3,,1.600e-17,5.159e-2,5.669e+1,1.655e-6,3.897e-4,1.229e+3,,
212.9,1.130e+3,,1.600e-17,2.722e-1,5.358e+1,2.595e-6,4.526e-5,1.076e+3,,
212.92,9.620e+2,,1.600e-17,7.555e-1,5.917e+1,3.207e-6,9.860e-6,9.021e+2,,
212.95,6.909e+2,,1.599e-17,3.061e+0,8.147e+1,3.860e-6,8.779e-7,6.063e+2,,
212.97,5.370e+2,,1.599e-17,7.125e+0,1.039e+2,3.998e-6,1.602e-7,4.259e+2,,
212.99,4.231e+2,,1.599e-17,1.546e+1,1.288e+2,3.860e-6,2.724e-8,2.788e+2,,
213.02,3.333e+2,,1.598e-17,4.327e+1,1.607e+2,3.207e-6,1.672e-9,1.293e+2,,
213.04,3.214e+2,,1.598e-17,7.872e+1,1.718e+2,2.595e-6,2.380e-10,7.096e+1,,
213.07,3.615e+2,,1.597e-17,1.693e+2,1.670e+2,1.655e-6,1.120e-11,2.526e+1,,
213.09,4.201e+2,,1.597e-17,2.583e+2,1.502e+2,1.123e-6,1.336e-12,1.161e+1,,
213.12,5.421e+2,,1.597e-17,4.265e+2,1.125e+2,5.500e-7,4.817e-14,3.173e+0,,
213.14,6.319e+2,,1.596e-17,5.456e+2,8.500e+1,3.140e-7,4.812e-15,1.223e+0,,
213.17,7.414e+2,,1.596e-17,6.920e+2,4.920e+1,1.255e-7,1.331e-16,2.563e-1,,
213.19,7.741e+2,,1.595e-17,7.424e+2,3.155e+1,8.002e-8,1.113e-17,8.278e-2,,
213.22,7.377e+2,,1.595e-17,7.231e+2,1.464e+1,1.239e-7,2.360e-19,1.331e-2,,
213.24,6.590e+2,,1.595e-17,6.506e+2,8.399e+0,2.750e-7,1.654e-20,3.604e-3,,
213.27,4.903e+2,,1.594e-17,4.866e+2,3.683e+0,9.270e-7,1.686e-20,4.448e-4,,
213.29,3.695e+2,,1.594e-17,3.672e+2,2.252e+0,1.935e-6,1.707e-20,1.009e-4,,
213.32,2.122e+2,,1.593e-17,2.109e+2,1.224e+0,5.125e-6,1.739e-20,9.562e-6,,
213.34,1.344e+2,,1.593e-17,1.335e+2,8.850e-1,8.987e-6,1.760e-20,1.858e-6,,
213.36,7.944e+1,,1.593e-17,7.872e+1,7.142e-1,1.469e-5,1.782e-20,5.658e-7,,
213.39,3.210e+1,,1.592e-17,3.125e+1,8.563e-1,2.692e-5,1.813e-20,3.127e-6,,
213.41,1.689e+1,,1.592e-17,1.546e+1,1.437e+0,3.693e-5,1.835e-20,1.553e-5,,
213.44,8.584e+0,,1.592e-17,4.711e+0,3.873e+0,5.205e-5,1.866e-20,1.522e-4,,
213.46,9.369e+0,,1.591e-17,1.954e+0,7.414e+0,5.999e-5,1.888e-20,6.389e-4,,
213.49,1.826e+1,,1.591e-17,4.575e-1,1.780e+1,6.540e-5,1.920e-20,4.818e-3,,
213.51,2.973e+1,,1.590e-17,1.591e-1,2.955e+1,6.403e-5,1.941e-20,1.697e-2,,
213.54,5.607e+1,,1.590e-17,2.861e-2,5.594e+1,5.668e-5,1.973e-20,9.846e-2,,
213.56,7.904e+1,,1.590e-17,8.346e-3,7.874e+1,5.125e-5,1.994e-20,2.912e-1,,
213.59,1.171e+2,,1.589e-17,1.152e-3,1.158e+2,4.865e-5,2.026e-20,1.299e+0,,
213.61,1.406e+2,,1.589e-17,2.819e-4,1.374e+2,5.378e-5,2.047e-20,3.227e+0,,
213.64,1.672e+2,,1.588e-17,2.989e-5,1.561e+2,7.392e-5,2.079e-20,1.108e+1,,
213.66,1.789e+2,,1.588e-17,6.133e-6,1.558e+2,9.412e-5,2.100e-20,2.309e+1,,
213.69,1.973e+2,,1.588e-17,4.994e-7,1.364e+2,1.271e-4,2.132e-20,6.096e+1,,
213.71,2.210e+2,,1.587e-17,8.592e-8,1.143e+2,1.450e-4,2.153e-20,1.067e+2,,
213.73,2.635e+2,,1.587e-17,1.378e-8,8.940e+1,1.549e-4,2.174e-20,1.741e+2,,
213.76,3.726e+2,,1.587e-17,7.753e-10,5.422e+1,1.506e-4,2.206e-20,3.184e+2,,
213.78,4.718e+2,,1.586e-17,1.043e-10,3.559e+1,1.355e-4,2.227e-20,4.362e+2,,
213.81,6.301e+2,,1.586e-17,4.505e-12,1.660e+1,1.015e-4,2.259e-20,6.135e+2,,
213.83,7.148e+2,,1.586e-17,5.081e-13,9.148e+0,7.669e-5,2.280e-20,7.056e+2,,
213.86,7.667e+2,,1.585e-17,1.686e-14,3.281e+0,4.417e-5,2.312e-20,7.634e+2,,
213.88,7.387e+2,,1.585e-17,1.595e-15,1.517e+0,2.802e-5,2.333e-20,7.372e+2,,
213.91,6.139e+2,,1.584e-17,4.064e-17,4.184e-1,1.241e-5,2.365e-20,6.135e+2,,
213.93,4.975e+2,,1.584e-17,3.224e-18,1.624e-1,6.607e-6,2.387e-20,4.973e+2,,
213.96,3.184e+2,,1.584e-17,6.310e-20,3.443e-2,2.251e-6,2.418e-20,3.184e+2,,
213.98,2.167e+2,,1.583e-17,8.930e-20,1.122e-2,1.007e-6,2.440e-20,2.167e+2,,
214.01,1.067e+2,,1.583e-17,1.286e-19,1.828e-3,2.715e-7,2.471e-20,1.067e+2,,
214.03,6.096e+1,,1.582e-17,1.548e-19,4.998e-4,1.243e-7,3.450e-19,6.096e+1,,
214.06,2.309e+1,,1.582e-17,1.941e-19,6.264e-5,1.460e-7,1.579e-17,2.309e+1,,
214.08,1.108e+1,,1.582e-17,2.203e-19,1.437e-5,3.416e-7,1.854e-16,1.108e+1,,
214.1,4.954e+0,,1.581e-17,2.465e-19,3.074e-6,8.345e-7,2.030e-15,4.954e+0,,
214.13,1.299e+0,,1.581e-17,2.858e-19,2.666e-7,2.866e-6,6.456e-14,1.299e+0,,
214.15,4.879e-1,,1.581e-17,3.120e-19,4.786e-8,6.001e-6,5.943e-13,4.879e-1,,
214.18,9.848e-2,,1.580e-17,3.513e-19,3.210e-9,1.604e-5,1.458e-11,9.846e-2,,
214.2,3.107e-2,,1.580e-17,3.775e-19,6.200e-10,2.843e-5,1.128e-10,3.104e-2,,
214.23,4.877e-3,,1.579e-17,4.168e-19,2.524e-9,5.941e-5,2.133e-9,4.818e-3,,
214.25,1.365e-3,,1.579e-17,4.430e-19,1.571e-8,8.970e-5,1.388e-8,1.275e-3,,
214.28,3.010e-4,,1.579e-17,4.823e-19,2.174e-7,1.484e-4,2.023e-7,1.522e-4,,
214.3,2.289e-4,,1.578e-17,5.085e-19,1.149e-6,1.928e-4,1.107e-6,3.382e-5,,
214.33,2.848e-4,,1.578e-17,5.477e-19,1.226e-5,2.570e-4,1.244e-5,3.106e-6,,
214.35,4.034e-4,,1.577e-17,5.739e-19,5.449e-5,2.911e-4,5.723e-5,5.794e-7,,
214.38,1.263e-3,,1.577e-17,6.132e-19,4.482e-4,3.192e-4,4.958e-4,4.093e-8,,
214.4,3.912e-3,,1.577e-17,6.394e-19,1.675e-3,3.199e-4,1.918e-3,6.410e-9,,
214.43,2.373e-2,,1.576e-17,6.787e-19,1.062e-2,2.963e-4,1.281e-2,3.483e-10,,
214.45,7.529e-2,,1.576e-17,7.049e-19,3.336e-2,2.696e-4,4.166e-2,4.579e-11,,
214.48,3.778e-1,,1.575e-17,7.442e-19,1.631e-1,2.263e-4,2.145e-1,1.914e-12,,
214.5,1.018e+0,,1.575e-17,7.704e-19,4.308e-1,2.028e-4,5.865e-1,2.113e-13,,
214.52,2.558e+0,,1.575e-17,7.966e-19,1.062e+0,1.873e-4,1.496e+0,2.174e-14,,
